VOC_ID,담당 부서,사업 부문,VOC유형,VOC상세유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,VOC등급(4단계),처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,유형변경사유,요약내용
VOCS0000515578,리조트 MD그룹 운영지원,리조트        ,고객요구유형-개선요청,,직접 VOC-모바일앱(APP),인적서비스-응대태도-표정/자세/말투,주토피아-(상품점)판다월드샵,48.0,20240504 115450,20240501 000000,20240501 115450,20240501 120826,20240501 150149,20240503 100742,직영업체,3등급,즉시처리(접수시),VOCS0000515573,Sub,,,,판다카드 할인있는거 알텐데 할인도 안하고 제가 말해야 해주나요?계산잘못하고 좌송하단 말도 없고연정??? 여자분 일하기 싫으면 다른일 하시라고 하세요표정도 똥씹은 표정으로 응대,"ㅁ 근무자의 업무처리/응대태도 미흡- 당시 POS 담당자 교대 과정에서 손님 응대 소홀- 업무강도가 다소 높음에 따라 근무자의 퇴사율 높음(4월 MD 퇴직자 총 31명 중 판다월드샵 퇴직자 9명, 28%)- 이에 따른 신규 근무자 배치로 업무숙련도 미흡한 근무자 발생(POS 직무인증제를 통한 교육/평가 강화하고 있으나 인적 교육 만으론 근본 개선 불가)ㅁ 판다카드 자동할인 POS 시스템 미반영* 판다카드 할인 방법- 근무자가 해당 카드를 인지 후 별도 판다카드 할인 키 수기입력 후 할인결제 가능- 실제로 손님이 판다카드임을 언급하지 않고 간편결제 등으로 직접 결제 시할인 적용이 누락되는 사례 다수 발생(24년 판다카드 할인 미적용 관련 문의전화 : 15건,  VOC : 3건)ㅁ POS 시스템 개선 가능여부 검토- 판다카드 결제 시 자동 20% 할인 적용방법 검토ㅁ 근무자 교육- POS 업무 시 (POS 교대 시) 손님 1:1 집중하여 신속/정확/신속한 결제 처리- 할인 미적용 및 결제오류 시 손님에게 사과멘트 + 신속한 재결제 처리",,,,46:12,준수,N,,"이 텍스트는 판매 직원의 부적절한 응대에 대한 불만을 표현하고 있습니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 판매 직원이 할인 정보를 알려주지 않음
2. 계산 오류에 대한 사과가 없음
3. 불친절한 태도와 표정
4. 일하기 싫어하는 태도

전반적으로 판매 직원의 무성의하고 불친절한 응대에 대한 불만이 드러나고 있습니다. 고객 서비스 개선이 필요한 것으로 보입니다."
VOCS0000515576,리조트 F&B그룹 운영3,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,유러피언어드벤처-(식당)버거카페유럽,48.0,20240504 115910,20240501 000000,20240501 115910,20240501 120541,20240502 133153,20240505 100342,직영업체,해당없음,채택(사후관리이관),VOCS0000515574,Sub,,,,버거카페 유럽 키오스크로 맥주 시켰는데 픽업 대에 그냥 두고 나이 확인도 안하고 누가 가져가는지 확인도 안하고 이게 맞나요? 미성년자가 시켜도 그냥 이렇게 주나요?,"□발생원인-손님께서키오스크로캔맥주를주문하고대기後주문호출되어손님의주문번호로준비된캔맥주를찾아가는과정에근무자가확인하여서브하지않고손님이직접픽업코너에준비된캔맥주의주문번호를확인하고찾아가는불편함에대해불만제기를한것으로판단됨.-당일근로자의날로매장總이용객수는1,545名으로매우손님이많은날이었으며픽업코너가매우혼잡한상황에해당손님의캔맥주주문메뉴를근무자가확인하고서브하지못하고해당손님께서대기하다직접찾아간것으로보임.[참고]-손님주문메뉴서브프로세스*원칙적으로준수하고있음？주문접수→메뉴준비→메뉴준비완료→픽업코너메뉴세팅→호출모니터대기번호등록→손님주문대기번호일치여부확인後메뉴서브※주문메뉴中캔맥주주문이있고未성년확인이필요한경우반드시신분증확인및동일인확인한後제공함.-키오스크및POS계산대에19세미만청소년에게술판매금지안내사인비치□조치사항-많은손님으로인해픽업코너가혼잡할時에도반드시주문메뉴서브프로세스를놓치지않고준수할수있도록인력충원을통한전담근무자추가배치검토.-캔맥주구입未성년의심자및신분증위변조의심자에대한면밀한확인을위한신분증 감별기 도입검토.*법적분쟁발생時저장자료증거제출가능으로면책可",VCAF0000013696,진행,,94:4,미준수,Y,사실과 다름,"요약:

1. 버거카페에서 키오스크로 맥주를 주문했는데,
2. 픽업 대에 맥주를 그냥 두고 
3. 나이 확인도 하지 않고 
4. 누가 가져가는지도 확인하지 않았다.
5. 미성년자가 주문해도 이렇게 그냥 주는 것이 맞는지 의문이 든다.

핵심 내용은 버거카페에서 미성년자로 보이는 사람이 맥주를 주문했는데, 직원들이 나이 확인 없이 그냥 주문한 맥주를 내놓아 문제가 된다는 것입니다."
VOCS0000515580,리조트 주토피아운영그룹 운영지원,리조트        ,고객요구유형-제안사항,,직접 VOC-홈페이지(PC),이용안내-이용정보제공-시설/공연/동물원 이용안내,주토피아-(공연/전시)판다월드,48.0,20240504 120609,20240501 000000,20240501 120609,20240501 121525,20240501 132649,20240501 134106,직영업체,해당없음,채택(완료),VOCS0000515577,Sub,,,N,"에버랜드관계자분께안녕하십니까?바오가족팬입니다.오늘 걸린 루이바오후이바오 몸무게판에 틀린 부분이 있습니다.첫번째, 루이바오가 태어났을 때 180g이고 후이바오가 태어났을 때 140g입니다. 서로 바꿨습니다.두번째, ""오늘의 몸무게""가 중국어로 ""出生？重""아니고 ""今日？重""입니다.몸무게판은 중요하는 것이라서 다시 만들으시기 바랍니다.그리고 이것은 제 개인 의견이지만 저희 푸바오의 몸무게판은 바오하우스로 갔으면 좋을 것 같습니다.그냥 없어져서 아주 속상합니다.회신을 기다리겠습니다.감사합니다.좋은 하루 보내세요.***드림.","안녕하세요, 주토피아입니다.문의주신 내용 판다월드에 확인해 조치하도록 하겠습니다.고맙습니다.",,,,1:34,준수,N,,"이 텍스트는 에버랜드 관계자에게 보내는 팬레터로 다음과 같이 요약할 수 있습니다:

1. 루이바오와 후이바오의 출생 시 몸무게가 잘못 기재되어 있음을 지적했습니다. 루이바오는 180g, 후이바오는 140g이었던 것으로 확인됩니다.

2. ""오늘의 몸무게""를 나타내는 중국어 표현이 잘못 기재되어 있음을 지적했습니다. 정확한 표현은 ""今日?重""입니다.

3. 몸무게 정보가 중요하므로 다시 만들어달라고 요청했습니다.

4. 개인적으로는 푸바오의 몸무게판이 바오하우스로 옮겨지기를 바란다고 언급했습니다.

5. 이 정보가 없어진 것에 대해 속상한 마음을 표현했습니다.

6. 회신을 기다리며 에버랜드 관계자에게 감사인사와 함께 좋은 하루를 보내기를 기원했습니다."
VOCS0000515581,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,유러피언어드벤처-(어트랙션)페스티발트레인,48.0,20240504 121728,20240501 000000,20240501 121728,20240501 122313,20240501 130513,20240505 104644,직영업체,해당없음,격려,,일반,N,,N,에버랜드 직원분들 다 친절하시지만 ***님 교육생이라고 붙어있던데 적극적으로 안내해주시고 친절하셔서 감사드립니다♡♡♡,- VOC  내용 공유 및 해당캐스트 격려 실시,,,,94:29,미준수,N,,"요약:
- 에버랜드 직원들이 전반적으로 친절하다.
- 특히 ***님 교육생이라고 표시된 직원들이 적극적으로 안내해주고 친절했다.
- 이에 대해 감사의 마음을 표현했다."
VOCS0000515583,리조트 주토피아운영그룹 로스트밸리,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240504 122334,20240501 000000,20240501 122334,20240501 122419,20240501 132702,20240501 190401,직영업체,해당없음,격려,,일반,N,,N,"로스트밸리 인리치먼트 투어 강추합니다.아이도 어른도 너무 유익하고, 좋았어요.선진국형 교육이에요 :)담당 사육사님도 최고!",격려하겠습니다.,,,,6:40,준수,N,,"요약:
- 로스트밸리 인리치먼트 투어를 강력 추천함
- 아이와 어른 모두에게 유익하고 좋은 경험이었음
- 선진국형 교육 수준의 투어였음
- 담당 사육사님의 서비스가 최고였음"
VOCS0000515589,리조트 주토피아기획그룹 보전/교육,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(동물원)체험학습교육장,48.0,20240504 123409,20240501 000000,20240501 123409,20240501 124819,20240503 084322,20240503 084850,직영업체,해당없음,전파,,일반,N,,N,판다 아카데미 5/1 10시20분 진행해주신 두분의 바오티쳐님들 덕분에 아이와 즐겁고 유익한 시간 보냈습니다! 감사합니다,근무자 격려 및 전파,,,,44:14,준수,N,,"요약:

- 판다 아카데미에서 진행된 행사
- 10시 20분에 진행
- 아이와 함께 즐겁고 유익한 시간을 보냈음
- 바오티쳐님들의 도움으로 좋은 경험을 할 수 있었음
- 바오티쳐님들께 감사의 말씀을 전함"
VOCS0000515590,리조트 F&B그룹 운영3,리조트        ,고객요구유형-칭찬격려,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,주토피아-(식당)판다월드스낵,48.0,20240504 124523,20240501 000000,20240501 124523,20240501 124917,20240502 133122,20240503 160607,직영업체,해당없음,격려,,일반,N,,N,교육생뱃지 붙히고 계셨던 여자분밝은 에너지가 너무 좋았어요!덕분에 기분 좋게 하루 시작했습니다,해당 근무자를 칭찬하였으며 내용 공유함,,,,51:20,준수,N,,"요약:

- 교육생 뱃지를 착용한 여성의 밝은 에너지가 좋았음
- 그 여성의 긍정적인 에너지 덕분에 하루를 기분 좋게 시작할 수 있었음"
VOCS0000515591,리조트 MD그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240504 124539,20240501 000000,20240501 124539,20240502 135414,20240502 182436,20240502 210125,직영업체,해당없음,격려,,일반,N,,N,정말 매우 친절하시고 보기 좋은 모습이 정말 다시 재방문할 생각이 있습니다.,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,32:15,준수,N,,"요약:

- 직원들의 친절한 태도와 외모가 좋았음
- 이러한 좋은 경험으로 인해 재방문할 의사가 있음"
VOCS0000515594,리조트 MD그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,유러피언어드벤처-(상품점)스카이웨이기프트샵,48.0,20240504 125409,20240501 000000,20240501 125409,20240501 130038,20240501 145932,20240501 161212,직영업체,해당없음,격려,,일반,N,,N,스카이웨이기프트에서 일하는 ***씨 손인사도 잘해주고 친절하게 길 안내를 해주셨습니다. 정말 감사합니다.,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,3:18,준수,N,,"요약:
- 스카이웨이기프트에서 일하는 직원이 친절하게 길 안내를 해주었음
- 직원이 손인사도 잘해주어 좋은 인상을 남겼음
- 고객은 직원의 친절한 서비스에 대해 감사한 마음을 표현함"
VOCS0000515595,리조트 주토피아운영그룹 로스트밸리,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240504 125555,20240501 000000,20240501 125555,20240501 130110,20240501 132713,20240501 185718,직영업체,해당없음,격려,,일반,N,,N,로스트 벨리에 ***와 캡틴!!!!짱~,격려하겠습니다.,,,,6:1,준수,N,,"제공된 텍스트가 너무 짧고 내용이 명확하지 않아 요약하기 어렵습니다. 텍스트에는 ""로스트 벨리에""와 ""캡틴!!!!짱~""이라는 내용만 포함되어 있습니다. 이 두 문장만으로는 공통적인 내용을 파악하기 어렵습니다. 좀 더 자세한 맥락이나 내용이 필요합니다. 요약을 위해서는 텍스트의 전체적인 내용과 맥락을 이해할 수 있도록 추가 정보가 필요합니다."
VOCS0000515596,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240504 125755,20240501 000000,20240501 125755,20240501 130132,20240501 130521,20240501 130930,직영업체,해당없음,격려,,일반,N,,N,조카랑 엄마랑 언니랑 오랜만에 여자들끼리 놀러왓어요조카들이 어려서 사파리 기다리면서  힘들어햇는데 *** 캐스터님이 유쾌하게 분위기를 잘 이끌어주시면서 동물소개해주셔서 재밋었어요~~좋은추억 얻고가요~~,- 아침조회 시 칭찬 VOC 사례 공유 및 해당근무자 격려,,,,0:11,준수,N,,"요약:

1. 가족들(조카, 엄마, 언니)이 오랜만에 여행을 다녀왔다.
2. 어린 조카들이 힘들어했지만, *** 캐스터님이 유쾌하게 분위기를 이끌어주며 동물을 소개해주어 즐거운 시간을 보냈다.
3. 이번 여행을 통해 좋은 추억을 얻고 왔다."
VOCS0000515597,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240504 130159,20240501 000000,20240501 130159,20240501 131212,20240502 120136,20240502 124445,직영업체,해당없음,격려,,일반,N,,N,사파리월트드 근무자 이름 생각이 안나요ㅜㅜ한국타이어 및 박보곰 너무 재무있었어요쵝오오~~^^,- 아침조회 시 칭찬 VOC 사례 공유 및 해당근무자 격려,,,,23:42,준수,N,,"이 텍스트는 명확한 내용이 없어 요약하기 어려운 것 같습니다. 다음과 같이 간단히 요약할 수 있습니다:

- 사파리월트드 근무자의 이름이 생각나지 않음
- 한국타이어 및 박보곰(?)에 대한 긍정적인 평가"
VOCS0000515600,리조트 주토피아기획그룹 기획,리조트        ,고객요구유형-제안사항,,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240504 130618,20240501 000000,20240501 130618,20240502 143356,20240502 153102,20240502 153405,직영업체,해당없음,불채택,VOCS0000515598,Sub,,,N,"안녕하십니까?부산에 위치한 국회부산도서관 지식문화프로그램을 기획운영하고 있는 담당자입니다.2024년 국회부산도서관 지식문화프로그램초청강연에 판다월드의 *** 사육사님을 모시고자 글을 남깁니다.일정은 2024년 5월~11월중 편하신 시간에 2시간 강연으로 진행될 예정이고 자세한 사항은 ***(*** 대표)로 연락주시면 감사하겠습니다. 바오가족들을 마음을 다해 정성껏 케어해주시는 모습과 '세바시','유퀴즈'등에서 사육사로서의 마음가짐과 철학에 대해서도 강의해주신 부분을 듣고 많은 분들이 위로와 공감을 얻었습니다.여러 업무로 바쁘시겠지만 꼭 귀한 걸음 해주시면 대단히 감사하겠습니다","안녕하십니까, 주토피아 관리자입니다.요청하신 내용은 주토피아 내부적으로 검토를 했고아쉽지만 초청강연에 참석하기 어렵다는 의견을 받았습니다.감사합니다.",,,,26:27,준수,N,,"요약:

1. 부산 국회부산도서관이 2024년 5월~11월 중 지식문화프로그램 초청강연을 계획하고 있습니다.
2. 이번 강연에는 판다월드의 *** 사육사님을 모시고자 합니다.
3. 강연은 2시간 동안 진행될 예정이며, 자세한 사항은 *** (*** 대표)에게 문의하면 됩니다.
4. *** 사육사님은 바오가족들을 정성껏 케어하는 모습과 방송에서 보여준 사육사로서의 마음가짐과 철학에 대해 강의해 주실 것으로 기대됩니다.
5. 국회부산도서관은 많은 분들이 이번 강연을 통해 위로와 공감을 얻기를 바라고 있습니다."
